"tanggal";"product_category_name";"product_category_name_englishh";"jumlah"
"2017-10-19";"perfumaria";"Perfumery";7
"2017-10-19";"papelaria";"Stationery";6
"2017-10-19";"brinquedos";"Toys";6
"2017-10-19";"moveis_escritorio";"Office furniture";5
"2017-10-19";"";"Unknown";4
"2017-10-19";"malas_acessorios";"Luggage accessories";3
"2017-10-19";"casa_conforto";"Home confort";3
"2017-10-19";"consoles_games";"Consoles games";3
"2017-10-19";"automotivo";"Auto";3
"2017-10-19";"bebes";"Baby";3
"2017-10-19";"fashion_bolsas_e_acessorios";"Fashion bags accessories";2
"2017-10-19";"eletroportateis";"Small appliances";2
"2017-10-19";"fashion_calcados";"Fashion shoes";1
"2017-10-19";"construcao_ferramentas_seguranca";"Construction tools safety";1
"2017-10-19";"eletrodomesticos";"Home appliances";1
"2017-10-19";"eletronicos";"Electronics";1
"2017-10-19";"audio";"Audio";1
"2017-10-19";"instrumentos_musicais";"Musical instruments";1
"2017-10-20";"cama_mesa_banho";"Bed bath table";13
"2017-10-20";"perfumaria";"Perfumery";11
"2017-10-20";"cool_stuff";"Cool stuff";10
"2017-10-20";"telefonia";"Telephony";10
"2017-10-20";"moveis_decoracao";"Furniture decor";9
"2017-10-20";"beleza_saude";"Health beauty";7
"2017-10-20";"esporte_lazer";"Sports leisure";7
"2017-10-20";"relogios_presentes";"Watches gifts";7
"2017-10-20";"consoles_games";"Consoles games";5
"2017-10-20";"papelaria";"Stationery";5
"2017-10-20";"ferramentas_jardim";"Garden tools";5
"2017-10-20";"brinquedos";"Toys";4
"2017-10-20";"malas_acessorios";"Luggage accessories";4
"2017-10-20";"automotivo";"Auto";4
"2017-10-20";"pet_shop";"Pet shop";4
"2017-10-20";"informatica_acessorios";"Computers accessories";3
"2017-10-20";"instrumentos_musicais";"Musical instruments";3
"2017-10-20";"telefonia_fixa";"Fixed telephony";2
"2017-10-20";"utilidades_domesticas";"Housewares";2
"2017-10-20";"bebes";"Baby";2
"2017-10-20";"moveis_escritorio";"Office furniture";2
"2017-10-20";"alimentos_bebidas";"Food drink";2
"2017-10-20";"casa_conforto";"Home confort";1
"2017-10-20";"construcao_ferramentas_seguranca";"Construction tools safety";1
"2017-10-20";"";"Unknown";1
"2017-10-20";"moveis_cozinha_area_de_servico_jantar_e_jardim";"Kitchen dining laundry garden furniture";1
"2017-10-20";"livros_tecnicos";"Books technical";1
"2017-10-20";"eletrodomesticos";"Home appliances";1
"2017-10-20";"eletrodomesticos_2";"Home appliances 2";1
"2017-10-20";"eletronicos";"Electronics";1
"2017-10-21";"beleza_saude";"Health beauty";13
"2017-10-21";"informatica_acessorios";"Computers accessories";10
"2017-10-21";"ferramentas_jardim";"Garden tools";10
"2017-10-21";"relogios_presentes";"Watches gifts";9
"2017-10-21";"moveis_decoracao";"Furniture decor";9
"2017-10-21";"cama_mesa_banho";"Bed bath table";8
"2017-10-21";"cool_stuff";"Cool stuff";7
"2017-10-21";"esporte_lazer";"Sports leisure";6
"2017-10-21";"utilidades_domesticas";"Housewares";5
"2017-10-21";"perfumaria";"Perfumery";5
"2017-10-21";"papelaria";"Stationery";4
"2017-10-21";"brinquedos";"Toys";4
"2017-10-21";"consoles_games";"Consoles games";3
"2017-10-21";"fashion_bolsas_e_acessorios";"Fashion bags accessories";3
"2017-10-21";"telefonia";"Telephony";3
"2017-10-21";"eletroportateis";"Small appliances";2
"2017-10-21";"moveis_sala";"Furniture living room";2
"2017-10-21";"climatizacao";"Air conditioning";2
"2017-10-21";"audio";"Audio";2
"2017-10-21";"fashion_calcados";"Fashion shoes";2
"2017-10-21";"automotivo";"Auto";1
"2017-10-21";"telefonia_fixa";"Fixed telephony";1
"2017-10-21";"casa_construcao";"Home construction";1
"2017-10-21";"malas_acessorios";"Luggage accessories";1
"2017-10-21";"moveis_escritorio";"Office furniture";1
"2017-10-21";"alimentos_bebidas";"Food drink";1
"2017-10-21";"instrumentos_musicais";"Musical instruments";1
"2017-10-21";"bebes";"Baby";1
"2017-10-21";"pet_shop";"Pet shop";1
"2017-10-22";"cama_mesa_banho";"Bed bath table";23
"2017-10-22";"esporte_lazer";"Sports leisure";18
"2017-10-22";"utilidades_domesticas";"Housewares";18
"2017-10-22";"moveis_decoracao";"Furniture decor";15
"2017-10-22";"relogios_presentes";"Watches gifts";14
"2017-10-22";"beleza_saude";"Health beauty";13
"2017-10-22";"telefonia";"Telephony";13
"2017-10-22";"brinquedos";"Toys";7
"2017-10-22";"perfumaria";"Perfumery";6
"2017-10-22";"ferramentas_jardim";"Garden tools";6
"2017-10-22";"informatica_acessorios";"Computers accessories";5
"2017-10-22";"consoles_games";"Consoles games";5
"2017-10-22";"bebes";"Baby";5
"2017-10-22";"fashion_bolsas_e_acessorios";"Fashion bags accessories";4
"2017-10-22";"cool_stuff";"Cool stuff";4
"2017-10-22";"pet_shop";"Pet shop";3
"2017-10-22";"automotivo";"Auto";3
"2017-10-22";"moveis_cozinha_area_de_servico_jantar_e_jardim";"Kitchen dining laundry garden furniture";2
"2017-10-22";"papelaria";"Stationery";1
"2017-10-22";"pcs";"Computers";1
"2017-10-22";"instrumentos_musicais";"Musical instruments";1
"2017-10-22";"casa_conforto";"Home confort";1
"2017-10-22";"alimentos_bebidas";"Food drink";1
"2017-10-22";"audio";"Audio";1
"2017-10-22";"construcao_ferramentas_jardim";"Costruction tools garden";1
"2017-10-22";"fashion_calcados";"Fashion shoes";1
"2017-10-22";"eletrodomesticos_2";"Home appliances 2";1
"2017-10-22";"moveis_escritorio";"Office furniture";1
"2017-10-22";"eletroportateis";"Small appliances";1
"2017-10-22";"construcao_ferramentas_construcao";"Construction tools construction";1
"2017-10-22";"moveis_sala";"Furniture living room";1
"2017-10-23";"cama_mesa_banho";"Bed bath table";24
"2017-10-23";"esporte_lazer";"Sports leisure";21
"2017-10-23";"moveis_decoracao";"Furniture decor";19
"2017-10-23";"informatica_acessorios";"Computers accessories";13
"2017-10-23";"relogios_presentes";"Watches gifts";11
"2017-10-23";"beleza_saude";"Health beauty";9
"2017-10-23";"telefonia";"Telephony";9
"2017-10-23";"utilidades_domesticas";"Housewares";9
"2017-10-23";"cool_stuff";"Cool stuff";8
"2017-10-23";"brinquedos";"Toys";7
"2017-10-23";"perfumaria";"Perfumery";6
"2017-10-23";"moveis_escritorio";"Office furniture";6
"2017-10-23";"ferramentas_jardim";"Garden tools";6
"2017-10-23";"fashion_bolsas_e_acessorios";"Fashion bags accessories";5
"2017-10-23";"papelaria";"Stationery";5
"2017-10-23";"malas_acessorios";"Luggage accessories";4
"2017-10-23";"automotivo";"Auto";3
"2017-10-23";"consoles_games";"Consoles games";3
"2017-10-23";"bebes";"Baby";2
"2017-10-23";"eletronicos";"Electronics";2
"2017-10-23";"casa_construcao";"Home construction";1
"2017-10-23";"agro_industria_e_comercio";"Agro industry and commerce";1
"2017-10-23";"pcs";"Computers";1
"2017-10-23";"pet_shop";"Pet shop";1
"2017-10-23";"artigos_de_festas";"Party supplies";1
"2017-10-23";"instrumentos_musicais";"Musical instruments";1
"2017-10-23";"livros_tecnicos";"Books technical";1
"2017-10-23";"";"Unknown";1
"2017-10-24";"cama_mesa_banho";"Bed bath table";23
"2017-10-24";"informatica_acessorios";"Computers accessories";22
"2017-10-24";"esporte_lazer";"Sports leisure";13
"2017-10-24";"beleza_saude";"Health beauty";12
"2017-10-24";"moveis_decoracao";"Furniture decor";11
"2017-10-24";"perfumaria";"Perfumery";10
"2017-10-24";"utilidades_domesticas";"Housewares";9
"2017-10-24";"relogios_presentes";"Watches gifts";9
"2017-10-24";"cool_stuff";"Cool stuff";9
"2017-10-24";"telefonia";"Telephony";9
"2017-10-24";"ferramentas_jardim";"Garden tools";8
"2017-10-24";"brinquedos";"Toys";7
"2017-10-24";"pet_shop";"Pet shop";7
"2017-10-24";"consoles_games";"Consoles games";6
"2017-10-24";"alimentos";"Food";6
"2017-10-24";"";"Unknown";5
"2017-10-24";"automotivo";"Auto";4
"2017-10-24";"malas_acessorios";"Luggage accessories";3
"2017-10-24";"bebes";"Baby";2
"2017-10-24";"eletronicos";"Electronics";2
"2017-10-24";"eletroportateis";"Small appliances";2
"2017-10-24";"fashion_bolsas_e_acessorios";"Fashion bags accessories";2
"2017-10-24";"papelaria";"Stationery";2
"2017-10-24";"market_place";"Market place";1
"2017-10-24";"moveis_cozinha_area_de_servico_jantar_e_jardim";"Kitchen dining laundry garden furniture";1
"2017-10-24";"pcs";"Computers";1
"2017-10-24";"eletrodomesticos_2";"Home appliances 2";1
"2017-10-24";"cds_dvds_musicais";"Cds dvds musicals";1
"2017-10-24";"alimentos_bebidas";"Food drink";1
"2017-10-24";"moveis_sala";"Furniture living room";1
"2017-10-24";"moveis_escritorio";"Office furniture";1
"2017-10-25";"esporte_lazer";"Sports leisure";18
"2017-10-25";"cama_mesa_banho";"Bed bath table";15
"2017-10-25";"relogios_presentes";"Watches gifts";13
"2017-10-25";"cool_stuff";"Cool stuff";11
"2017-10-25";"beleza_saude";"Health beauty";10
"2017-10-25";"telefonia";"Telephony";8
"2017-10-25";"bebes";"Baby";7
"2017-10-25";"utilidades_domesticas";"Housewares";7
"2017-10-25";"perfumaria";"Perfumery";7
"2017-10-25";"moveis_decoracao";"Furniture decor";7
"2017-10-25";"moveis_escritorio";"Office furniture";7
"2017-10-25";"ferramentas_jardim";"Garden tools";6
"2017-10-25";"informatica_acessorios";"Computers accessories";6
"2017-10-25";"brinquedos";"Toys";6
"2017-10-25";"consoles_games";"Consoles games";5
"2017-10-25";"fashion_bolsas_e_acessorios";"Fashion bags accessories";5
"2017-10-25";"automotivo";"Auto";4
"2017-10-25";"papelaria";"Stationery";4
"2017-10-25";"eletronicos";"Electronics";4
"2017-10-25";"casa_construcao";"Home construction";3
"2017-10-25";"pet_shop";"Pet shop";2
"2017-10-25";"construcao_ferramentas_jardim";"Costruction tools garden";2
"2017-10-25";"moveis_cozinha_area_de_servico_jantar_e_jardim";"Kitchen dining laundry garden furniture";2
"2017-10-25";"alimentos_bebidas";"Food drink";2
"2017-10-25";"audio";"Audio";2
"2017-10-25";"bebidas";"Drinks";2
"2017-10-25";"eletrodomesticos_2";"Home appliances 2";1
"2017-10-25";"sinalizacao_e_seguranca";"Signaling and security";1
"2017-10-25";"eletrodomesticos";"Home appliances";1
"2017-10-25";"artigos_de_natal";"Christmas supplies";1
"2017-10-26";"cama_mesa_banho";"Bed bath table";20
"2017-10-26";"moveis_decoracao";"Furniture decor";16
"2017-10-26";"beleza_saude";"Health beauty";16
"2017-10-26";"ferramentas_jardim";"Garden tools";14
"2017-10-26";"esporte_lazer";"Sports leisure";11
"2017-10-26";"informatica_acessorios";"Computers accessories";11
"2017-10-26";"perfumaria";"Perfumery";9
"2017-10-26";"cool_stuff";"Cool stuff";9
"2017-10-26";"relogios_presentes";"Watches gifts";9
"2017-10-26";"brinquedos";"Toys";9
"2017-10-26";"moveis_escritorio";"Office furniture";8
"2017-10-26";"papelaria";"Stationery";6
"2017-10-26";"";"Unknown";6
"2017-10-26";"automotivo";"Auto";5
"2017-10-26";"telefonia";"Telephony";5
"2017-10-26";"utilidades_domesticas";"Housewares";4
"2017-10-26";"bebes";"Baby";3
"2017-10-26";"audio";"Audio";2
"2017-10-26";"malas_acessorios";"Luggage accessories";2
"2017-10-26";"eletronicos";"Electronics";2
"2017-10-26";"eletroportateis";"Small appliances";2
"2017-10-26";"fashion_bolsas_e_acessorios";"Fashion bags accessories";2
"2017-10-26";"dvds_blu_ray";"Dvds blu ray";1
"2017-10-26";"market_place";"Market place";1
"2017-10-26";"pcs";"Computers";1
"2017-10-26";"pet_shop";"Pet shop";1
"2017-10-26";"consoles_games";"Consoles games";1
"2017-10-27";"cama_mesa_banho";"Bed bath table";18
"2017-10-27";"relogios_presentes";"Watches gifts";17
"2017-10-27";"moveis_decoracao";"Furniture decor";14
"2017-10-27";"cool_stuff";"Cool stuff";11
"2017-10-27";"informatica_acessorios";"Computers accessories";11
"2017-10-27";"utilidades_domesticas";"Housewares";10
"2017-10-27";"brinquedos";"Toys";9
"2017-10-27";"esporte_lazer";"Sports leisure";9
"2017-10-27";"fashion_bolsas_e_acessorios";"Fashion bags accessories";7
"2017-10-27";"beleza_saude";"Health beauty";7
"2017-10-27";"perfumaria";"Perfumery";5
"2017-10-27";"ferramentas_jardim";"Garden tools";5
"2017-10-27";"telefonia";"Telephony";5
"2017-10-27";"moveis_escritorio";"Office furniture";4
"2017-10-27";"automotivo";"Auto";4
"2017-10-27";"papelaria";"Stationery";2
"2017-10-27";"pcs";"Computers";2
"2017-10-27";"market_place";"Market place";2
"2017-10-27";"audio";"Audio";2
"2017-10-27";"eletroportateis";"Small appliances";2
"2017-10-27";"eletronicos";"Electronics";1
"2017-10-27";"consoles_games";"Consoles games";1
"2017-10-27";"pet_shop";"Pet shop";1
"2017-10-27";"malas_acessorios";"Luggage accessories";1
"2017-10-27";"eletrodomesticos_2";"Home appliances 2";1
"2017-10-27";"alimentos";"Food";1
"2017-10-27";"alimentos_bebidas";"Food drink";1
"2017-10-27";"bebes";"Baby";1
"2017-10-27";"construcao_ferramentas_jardim";"Costruction tools garden";1
"2017-10-28";"cama_mesa_banho";"Bed bath table";12
"2017-10-28";"beleza_saude";"Health beauty";12
"2017-10-28";"telefonia";"Telephony";8
"2017-10-28";"moveis_decoracao";"Furniture decor";7
"2017-10-28";"ferramentas_jardim";"Garden tools";7
"2017-10-28";"brinquedos";"Toys";5
"2017-10-28";"perfumaria";"Perfumery";4
"2017-10-28";"utilidades_domesticas";"Housewares";4
"2017-10-28";"consoles_games";"Consoles games";4
"2017-10-28";"informatica_acessorios";"Computers accessories";4
"2017-10-28";"cool_stuff";"Cool stuff";3
"2017-10-28";"casa_conforto_2";"Home comfort 2";3
"2017-10-28";"moveis_cozinha_area_de_servico_jantar_e_jardim";"Kitchen dining laundry garden furniture";3
"2017-10-28";"esporte_lazer";"Sports leisure";3
"2017-10-28";"automotivo";"Auto";3
"2017-10-28";"fashion_calcados";"Fashion shoes";2
"2017-10-28";"papelaria";"Stationery";2
"2017-10-28";"instrumentos_musicais";"Musical instruments";2
"2017-10-28";"relogios_presentes";"Watches gifts";2
"2017-10-28";"moveis_escritorio";"Office furniture";1
"2017-10-28";"audio";"Audio";1
"2017-10-28";"bebes";"Baby";1
"2017-10-28";"agro_industria_e_comercio";"Agro industry and commerce";1
"2017-10-28";"pet_shop";"Pet shop";1
"2017-10-29";"moveis_decoracao";"Furniture decor";21
"2017-10-29";"cama_mesa_banho";"Bed bath table";20
"2017-10-29";"beleza_saude";"Health beauty";17
"2017-10-29";"ferramentas_jardim";"Garden tools";16
"2017-10-29";"esporte_lazer";"Sports leisure";12
"2017-10-29";"relogios_presentes";"Watches gifts";9
"2017-10-29";"brinquedos";"Toys";8
"2017-10-29";"fashion_bolsas_e_acessorios";"Fashion bags accessories";7
"2017-10-29";"cool_stuff";"Cool stuff";6
"2017-10-29";"informatica_acessorios";"Computers accessories";5
"2017-10-29";"telefonia";"Telephony";5
"2017-10-29";"bebes";"Baby";4
"2017-10-29";"automotivo";"Auto";4
"2017-10-29";"papelaria";"Stationery";3
"2017-10-29";"consoles_games";"Consoles games";3
"2017-10-29";"perfumaria";"Perfumery";3
"2017-10-29";"malas_acessorios";"Luggage accessories";3
"2017-10-29";"utilidades_domesticas";"Housewares";3
"2017-10-29";"moveis_escritorio";"Office furniture";2
"2017-10-29";"eletronicos";"Electronics";2
"2017-10-29";"construcao_ferramentas_seguranca";"Construction tools safety";1
"2017-10-29";"livros_tecnicos";"Books technical";1
"2017-10-29";"dvds_blu_ray";"Dvds blu ray";1
"2017-10-29";"pcs";"Computers";1
"2017-10-29";"pet_shop";"Pet shop";1
"2017-10-29";"fashion_underwear_e_moda_praia";"Fashion underwear beach";1
"2017-10-30";"cama_mesa_banho";"Bed bath table";15
"2017-10-30";"esporte_lazer";"Sports leisure";14
"2017-10-30";"cool_stuff";"Cool stuff";14
"2017-10-30";"moveis_decoracao";"Furniture decor";13
"2017-10-30";"informatica_acessorios";"Computers accessories";12
"2017-10-30";"ferramentas_jardim";"Garden tools";11
"2017-10-30";"relogios_presentes";"Watches gifts";9
"2017-10-30";"telefonia";"Telephony";8
"2017-10-30";"beleza_saude";"Health beauty";7
"2017-10-30";"artigos_de_natal";"Christmas supplies";6
"2017-10-30";"eletronicos";"Electronics";6
"2017-10-30";"consoles_games";"Consoles games";6
"2017-10-30";"brinquedos";"Toys";6
"2017-10-30";"utilidades_domesticas";"Housewares";5
"2017-10-30";"papelaria";"Stationery";5
"2017-10-30";"bebes";"Baby";5
"2017-10-30";"";"Unknown";3
"2017-10-30";"bebidas";"Drinks";2
"2017-10-30";"eletroportateis";"Small appliances";1
"2017-10-30";"fashion_underwear_e_moda_praia";"Fashion underwear beach";1
"2017-10-30";"construcao_ferramentas_iluminacao";"Construction tools lights";1
"2017-10-30";"moveis_escritorio";"Office furniture";1
"2017-10-30";"malas_acessorios";"Luggage accessories";1
"2017-10-30";"industria_comercio_e_negocios";"Industry commerce and business";1
"2017-10-30";"pet_shop";"Pet shop";1
"2017-10-30";"pcs";"Computers";1
"2017-10-30";"perfumaria";"Perfumery";1
"2017-10-30";"fashion_calcados";"Fashion shoes";1
"2017-10-30";"alimentos";"Food";1
"2017-10-30";"casa_conforto";"Home confort";1
"2017-10-30";"livros_interesse_geral";"Books general interest";1
"2017-10-30";"automotivo";"Auto";1
"2017-10-31";"cama_mesa_banho";"Bed bath table";19
"2017-10-31";"informatica_acessorios";"Computers accessories";18
"2017-10-31";"esporte_lazer";"Sports leisure";16
"2017-10-31";"moveis_decoracao";"Furniture decor";16
"2017-10-31";"ferramentas_jardim";"Garden tools";13
"2017-10-31";"perfumaria";"Perfumery";11
"2017-10-31";"beleza_saude";"Health beauty";9
"2017-10-31";"moveis_escritorio";"Office furniture";9
"2017-10-31";"eletronicos";"Electronics";8
"2017-10-31";"utilidades_domesticas";"Housewares";8
"2017-10-31";"construcao_ferramentas_construcao";"Construction tools construction";6
"2017-10-31";"papelaria";"Stationery";6
"2017-10-31";"consoles_games";"Consoles games";6
"2017-10-31";"telefonia";"Telephony";6
"2017-10-31";"bebes";"Baby";5
"2017-10-31";"automotivo";"Auto";4
"2017-10-31";"pcs";"Computers";4
"2017-10-31";"relogios_presentes";"Watches gifts";4
"2017-10-31";"brinquedos";"Toys";4
"2017-10-31";"cool_stuff";"Cool stuff";3
"2017-10-31";"fashion_roupa_masculina";"Fashion male clothing";3
"2017-10-31";"fashion_bolsas_e_acessorios";"Fashion bags accessories";2
"2017-10-31";"fashion_calcados";"Fashion shoes";2
"2017-10-31";"pet_shop";"Pet shop";2
"2017-10-31";"audio";"Audio";2
"2017-10-31";"moveis_cozinha_area_de_servico_jantar_e_jardim";"Kitchen dining laundry garden furniture";1
"2017-10-31";"malas_acessorios";"Luggage accessories";1
"2017-10-31";"eletroportateis";"Small appliances";1
"2017-10-31";"eletrodomesticos_2";"Home appliances 2";1
"2017-10-31";"casa_conforto";"Home confort";1
"2017-10-31";"livros_tecnicos";"Books technical";1
"2017-10-31";"livros_interesse_geral";"Books general interest";1
"2017-11-01";"informatica_acessorios";"Computers accessories";13
"2017-11-01";"cama_mesa_banho";"Bed bath table";13
"2017-11-01";"relogios_presentes";"Watches gifts";12
"2017-11-01";"esporte_lazer";"Sports leisure";12
"2017-11-01";"ferramentas_jardim";"Garden tools";9
"2017-11-01";"beleza_saude";"Health beauty";9
"2017-11-01";"telefonia";"Telephony";7
"2017-11-01";"cool_stuff";"Cool stuff";6
"2017-11-01";"bebes";"Baby";5
"2017-11-01";"fashion_bolsas_e_acessorios";"Fashion bags accessories";4
"2017-11-01";"livros_interesse_geral";"Books general interest";3
"2017-11-01";"malas_acessorios";"Luggage accessories";3
"2017-11-01";"eletronicos";"Electronics";3
"2017-11-01";"brinquedos";"Toys";3
"2017-11-01";"moveis_decoracao";"Furniture decor";3
"2017-11-01";"perfumaria";"Perfumery";2
"2017-11-01";"fashion_roupa_masculina";"Fashion male clothing";2
"2017-11-01";"consoles_games";"Consoles games";2
"2017-11-01";"papelaria";"Stationery";2
"2017-11-01";"automotivo";"Auto";2
"2017-11-01";"cds_dvds_musicais";"Cds dvds musicals";1
"2017-11-01";"climatizacao";"Air conditioning";1
"2017-11-01";"eletroportateis";"Small appliances";1
"2017-11-01";"casa_conforto";"Home confort";1
"2017-11-01";"artigos_de_natal";"Christmas supplies";1
"2017-11-01";"utilidades_domesticas";"Housewares";1
"2017-11-01";"instrumentos_musicais";"Musical instruments";1
"2017-11-01";"pet_shop";"Pet shop";1
"2017-11-01";"moveis_sala";"Furniture living room";1
"2017-11-01";"market_place";"Market place";1
"2017-11-01";"pcs";"Computers";1
"2017-11-02";"cama_mesa_banho";"Bed bath table";22
"2017-11-02";"esporte_lazer";"Sports leisure";16
"2017-11-02";"moveis_decoracao";"Furniture decor";10
"2017-11-02";"relogios_presentes";"Watches gifts";9
"2017-11-02";"cool_stuff";"Cool stuff";9
"2017-11-02";"utilidades_domesticas";"Housewares";8
"2017-11-02";"beleza_saude";"Health beauty";7
"2017-11-02";"telefonia";"Telephony";6
"2017-11-02";"ferramentas_jardim";"Garden tools";6
"2017-11-02";"moveis_escritorio";"Office furniture";5
"2017-11-02";"brinquedos";"Toys";5
"2017-11-02";"informatica_acessorios";"Computers accessories";5
"2017-11-02";"consoles_games";"Consoles games";4
"2017-11-02";"bebes";"Baby";4
"2017-11-02";"automotivo";"Auto";3
"2017-11-02";"malas_acessorios";"Luggage accessories";3
"2017-11-02";"market_place";"Market place";3
"2017-11-02";"pcs";"Computers";2
"2017-11-02";"eletronicos";"Electronics";2
"2017-11-02";"papelaria";"Stationery";2
"2017-11-02";"perfumaria";"Perfumery";2
"2017-11-02";"fashion_calcados";"Fashion shoes";2
"2017-11-02";"casa_conforto";"Home confort";1
"2017-11-02";"moveis_cozinha_area_de_servico_jantar_e_jardim";"Kitchen dining laundry garden furniture";1
"2017-11-02";"alimentos_bebidas";"Food drink";1
"2017-11-02";"fashion_bolsas_e_acessorios";"Fashion bags accessories";1
"2017-11-02";"climatizacao";"Air conditioning";1
"2017-11-02";"moveis_sala";"Furniture living room";1
"2017-11-03";"cama_mesa_banho";"Bed bath table";21
"2017-11-03";"esporte_lazer";"Sports leisure";14
"2017-11-03";"beleza_saude";"Health beauty";12
"2017-11-03";"relogios_presentes";"Watches gifts";11
"2017-11-03";"moveis_decoracao";"Furniture decor";11
"2017-11-03";"ferramentas_jardim";"Garden tools";11
"2017-11-03";"informatica_acessorios";"Computers accessories";10
"2017-11-03";"bebes";"Baby";7
"2017-11-03";"telefonia";"Telephony";6
"2017-11-03";"cool_stuff";"Cool stuff";6
"2017-11-03";"moveis_escritorio";"Office furniture";6
"2017-11-03";"automotivo";"Auto";6
"2017-11-03";"perfumaria";"Perfumery";6
"2017-11-03";"utilidades_domesticas";"Housewares";5
"2017-11-03";"brinquedos";"Toys";4
"2017-11-03";"fashion_bolsas_e_acessorios";"Fashion bags accessories";4
"2017-11-03";"casa_conforto";"Home confort";3
"2017-11-03";"papelaria";"Stationery";3
"2017-11-03";"consoles_games";"Consoles games";3
"2017-11-03";"";"Unknown";3
"2017-11-03";"malas_acessorios";"Luggage accessories";2
"2017-11-03";"instrumentos_musicais";"Musical instruments";2
"2017-11-03";"construcao_ferramentas_ferramentas";"Costruction tools tools";2
"2017-11-03";"livros_importados";"Books imported";2
"2017-11-03";"fashion_calcados";"Fashion shoes";1
"2017-11-03";"fashion_roupa_masculina";"Fashion male clothing";1
"2017-11-03";"tablets_impressao_imagem";"Tablets printing image";1
"2017-11-03";"construcao_ferramentas_jardim";"Costruction tools garden";1
"2017-11-03";"alimentos_bebidas";"Food drink";1
"2017-11-03";"moveis_sala";"Furniture living room";1
"2017-11-03";"pcs";"Computers";1
"2017-11-03";"audio";"Audio";1
"2017-11-03";"dvds_blu_ray";"Dvds blu ray";1
"2017-11-04";"cama_mesa_banho";"Bed bath table";15
"2017-11-04";"utilidades_domesticas";"Housewares";12
"2017-11-04";"beleza_saude";"Health beauty";10
"2017-11-04";"cool_stuff";"Cool stuff";10
"2017-11-04";"moveis_escritorio";"Office furniture";9
"2017-11-04";"ferramentas_jardim";"Garden tools";9
"2017-11-04";"relogios_presentes";"Watches gifts";8
"2017-11-04";"esporte_lazer";"Sports leisure";8
"2017-11-04";"brinquedos";"Toys";7
"2017-11-04";"moveis_decoracao";"Furniture decor";6
"2017-11-04";"perfumaria";"Perfumery";4
"2017-11-04";"telefonia";"Telephony";4
"2017-11-04";"automotivo";"Auto";3
"2017-11-04";"bebes";"Baby";3
"2017-11-04";"construcao_ferramentas_seguranca";"Construction tools safety";2
"2017-11-04";"eletronicos";"Electronics";2
"2017-11-04";"fashion_roupa_masculina";"Fashion male clothing";2
"2017-11-04";"papelaria";"Stationery";2
"2017-11-04";"informatica_acessorios";"Computers accessories";2
"2017-11-04";"casa_conforto";"Home confort";1
"2017-11-04";"construcao_ferramentas_ferramentas";"Costruction tools tools";1
"2017-11-04";"audio";"Audio";1
"2017-11-04";"pcs";"Computers";1
"2017-11-04";"alimentos_bebidas";"Food drink";1
"2017-11-04";"fashion_bolsas_e_acessorios";"Fashion bags accessories";1
"2017-11-04";"instrumentos_musicais";"Musical instruments";1
"2017-11-04";"cds_dvds_musicais";"Cds dvds musicals";1
"2017-11-04";"eletrodomesticos_2";"Home appliances 2";1
"2017-11-04";"consoles_games";"Consoles games";1
"2017-11-04";"";"Unknown";1
"2017-11-05";"cama_mesa_banho";"Bed bath table";21
"2017-11-05";"esporte_lazer";"Sports leisure";14
"2017-11-05";"utilidades_domesticas";"Housewares";13
"2017-11-05";"ferramentas_jardim";"Garden tools";12
"2017-11-05";"moveis_decoracao";"Furniture decor";11
"2017-11-05";"beleza_saude";"Health beauty";10
"2017-11-05";"cool_stuff";"Cool stuff";10
"2017-11-05";"relogios_presentes";"Watches gifts";7
"2017-11-05";"informatica_acessorios";"Computers accessories";7
"2017-11-05";"brinquedos";"Toys";6
"2017-11-05";"consoles_games";"Consoles games";5
"2017-11-05";"telefonia";"Telephony";5
"2017-11-05";"moveis_escritorio";"Office furniture";5
"2017-11-05";"fashion_bolsas_e_acessorios";"Fashion bags accessories";5
"2017-11-05";"papelaria";"Stationery";5
"2017-11-05";"alimentos_bebidas";"Food drink";4
"2017-11-05";"pet_shop";"Pet shop";4
"2017-11-05";"automotivo";"Auto";3
"2017-11-05";"malas_acessorios";"Luggage accessories";2
"2017-11-05";"perfumaria";"Perfumery";2
"2017-11-05";"bebes";"Baby";2
"2017-11-05";"construcao_ferramentas_construcao";"Construction tools construction";1
"2017-11-05";"eletronicos";"Electronics";1
"2017-11-05";"casa_construcao";"Home construction";1
"2017-11-05";"construcao_ferramentas_iluminacao";"Construction tools lights";1
"2017-11-05";"moveis_sala";"Furniture living room";1
"2017-11-06";"cama_mesa_banho";"Bed bath table";23
"2017-11-06";"moveis_decoracao";"Furniture decor";22
"2017-11-06";"telefonia";"Telephony";15
"2017-11-06";"relogios_presentes";"Watches gifts";14
"2017-11-06";"informatica_acessorios";"Computers accessories";14
"2017-11-06";"brinquedos";"Toys";11
"2017-11-06";"cool_stuff";"Cool stuff";10
"2017-11-06";"esporte_lazer";"Sports leisure";10
"2017-11-06";"ferramentas_jardim";"Garden tools";9
"2017-11-06";"beleza_saude";"Health beauty";7
"2017-11-06";"moveis_escritorio";"Office furniture";7
"2017-11-06";"automotivo";"Auto";7
"2017-11-06";"";"Unknown";6
"2017-11-06";"bebes";"Baby";6
"2017-11-06";"perfumaria";"Perfumery";5
"2017-11-06";"eletronicos";"Electronics";5
"2017-11-06";"utilidades_domesticas";"Housewares";5
"2017-11-06";"papelaria";"Stationery";4
